distance_m,synthterrain_height_m,estimated_q10_m,estimated_q50_m,estimated_q90_m
-2.8000000000000003,-1.117024068589539,-1.1546226686765377,-0.9489125236521979,-0.7088536504746104
-2.6,-1.1364702737943506,-1.1762206148724503,-0.9663976382118914,-0.7221298167438145
-2.4,-1.1544258818022248,-1.1960716942751444,-0.9824399349947075,-0.7342886269071282
-2.1999999999999997,-1.1709827097672707,-1.21417590688462,-0.9970394140006463,-0.745330187760834
-1.9999999999999996,-1.1860425411806335,-1.2322802262903783,-1.0116388930065852,-0.7563716952163987
-1.7999999999999994,-1.1996926767087701,-1.2466279864584118,-1.0231711827784813,-0.76506448542859
-1.5999999999999992,-1.2118506505134112,-1.260975853422728,-1.0347034725503776,-0.7737572756407812
-1.399999999999999,-1.2225985968894322,-1.273344678475622,-1.0446344588621332,-0.7812348309541505
-1.1999999999999988,-1.2318654111783949,-1.2837344616170938,-1.0529641417137485,-0.7874971513686975
-0.9999999999999987,-1.2397276500164223,-1.2941243515548482,-1.0612938245653638,-0.7937595251813858
-0.8000000000000007,-1.2461214499709568,-1.3004143322065684,-1.0663277741383383,-0.7975373368793324
-0.6000000000000005,-1.2511177806406737,-1.3067043128582887,-1.071361723711313,-0.8013150951791376
-0.40000000000000036,-1.2546563285411567,-1.3109022611316783,-1.0747206803892069,-0.8038352738541006
-0.20000000000000018,-1.2568030000681671,-1.3130082838230195,-1.0764046441720196,-0.8050978195060802
0.0,-1.2574978930891105,-1.3151141997180782,-1.07808850115855,-0.8063604185562009
0.20000000000000018,-1.2568030000681671,-1.3130082838230195,-1.0764046441720196,-0.8050978195060802
0.40000000000000036,-1.2546563285411567,-1.3109022611316783,-1.0747206803892069,-0.8038352738541006
0.6000000000000005,-1.2511177806406737,-1.3067043128582887,-1.071361723711313,-0.8013150951791376
0.8000000000000007,-1.2461214499709568,-1.3004143322065684,-1.0663277741383383,-0.7975373368793324
1.0000000000000009,-1.2397276500164223,-1.2941243515548482,-1.0612938245653638,-0.7937595251813858
1.200000000000001,-1.2318654111783949,-1.2837344616170938,-1.0529641417137485,-0.7874971513686975
1.4000000000000012,-1.2225985968894322,-1.273344678475622,-1.0446344588621332,-0.7812348309541505
1.6000000000000014,-1.2118506505134112,-1.260975853422728,-1.0347034725503776,-0.7737572756407811
1.8000000000000016,-1.1996926767087701,-1.2466279864584116,-1.0231711827784813,-0.7650644854285898
2.0000000000000018,-1.1860425411806335,-1.232280226290378,-1.011638893006585,-0.7563716952163986
2.200000000000002,-1.1709827097672707,-1.2141759068846198,-0.9970394140006462,-0.7453301877608339
2.400000000000002,-1.1544258818022248,-1.1960716942751441,-0.9824399349947074,-0.734288626907128
2.6000000000000023,-1.1364702737943506,-1.17622061487245,-0.9663976382118912,-0.7221298167438144
2.8000000000000025,-1.117024068589539,-1.1546226686765375,-0.9489125236521977,-0.7088536504746102
3.0000000000000027,-1.0962057041736308,-1.1330248292769074,-0.9314275158887868,-0.6955775376035473
3.1999999999999984,-1.0739195501615466,-1.1082584509711213,-0.9112880865232827,-0.6802182564456034
3.3999999999999986,-1.0503086084241742,-1.0834921794616172,-0.8911487639540607,-0.6648589752876591
